,loss,accuracy,val_loss,val_accuracy
0,5.525010585784912,0.754916787147522,0.310749888420105,0.9047619104385376
1,0.20289665460586548,0.9190620183944702,0.3015846312046051,0.9333333373069763
2,0.15957574546337128,0.9478063583374023,0.3565189242362976,0.8952381014823914
3,0.17182040214538574,0.9455370903015137,0.14525549113750458,0.961904764175415
4,0.14683818817138672,0.950075626373291,0.16955988109111786,0.961904764175415
5,0.10834143310785294,0.9682299494743347,0.2754204571247101,0.9428571462631226
6,0.13917239010334015,0.950075626373291,0.11191421747207642,0.9714285731315613
7,0.11845267564058304,0.9606656432151794,0.4507172107696533,0.9428571462631226
8,0.10863114148378372,0.9629349708557129,0.308468222618103,0.961904764175415
9,0.14376713335514069,0.95158851146698,0.1971975713968277,0.9238095283508301
