,loss,accuracy,val_loss,val_accuracy
0,1.4667094945907593,0.34190618991851807,1.0793094635009766,0.4095238149166107
1,0.8689585328102112,0.5597579479217529,0.8468133211135864,0.561904788017273
2,0.7133005261421204,0.6853252649307251,0.8889581561088562,0.5523809790611267
3,0.6520175337791443,0.7223902940750122,0.7550725936889648,0.5904762148857117
4,0.61635422706604,0.7299546003341675,1.0355995893478394,0.5142857432365417
5,0.5913336873054504,0.7390317916870117,0.6924676299095154,0.6476190686225891
6,0.5507498383522034,0.7685325145721436,0.4626575708389282,0.8095238208770752
7,0.7287281155586243,0.7624810934066772,0.827691376209259,0.6285714507102966
8,0.6206055283546448,0.7269288897514343,0.7654609084129333,0.5904762148857117
9,0.6251673102378845,0.7246596217155457,0.6788526773452759,0.7047619223594666
